id,price
100170,4805572.74
100171,4805572.74
100172,4805572.74
100173,4805572.74
100174,4805572.74
100175,4805572.74
100176,4805572.74
100177,4805572.74
100178,4805572.74
100179,4805572.74
100180,4805572.74
100181,4805572.74
100182,4805572.74
100183,4805572.74
100184,4805572.74
100185,4805572.74
100186,4805572.74
100187,4805572.74
100188,4805572.74
100189,4805572.74
100190,4805572.74
100191,4805572.74
100192,4805572.74
100193,4805572.74
100194,4805572.74
100195,4805572.74
100196,4805572.74
100197,4805572.74
100198,4805572.74
100199,4805572.74
100200,4805572.74
100201,4805572.74
100202,4805572.74
100203,4805572.74
100204,4805572.74
100205,4805572.74
100206,4805572.74
100207,4805572.74
100208,4805572.74
100209,4805572.74
100210,4805572.74
100211,4805572.74
100212,4805572.74
100213,4805572.74
100214,4805572.74
100215,4805572.74
100216,4805572.74
100217,4805572.74
100218,4805572.74
100219,4805572.74
100220,4805572.74
100221,4805572.74
100222,4805572.74
100223,4805572.74
100224,4805572.74
100225,4805572.74
100226,4805572.74
100227,4805572.74
100228,4805572.74
100229,4805572.74
100230,4805572.74
100231,4805572.74
100232,4805572.74
100233,4805572.74
100234,4805572.74
100235,4805572.74
100236,4805572.74
100237,4805572.74
100238,4805572.74
100239,4805572.74
100240,4805572.74
100241,4805572.74
100242,4805572.74
100243,4805572.74
100244,4805572.74
100245,4805572.74
100246,4805572.74
100247,4805572.74
100248,4805572.74
100249,4805572.74
100250,4805572.74
100251,4805572.74
100252,4805572.74
100253,4805572.74
100254,4805572.74
100255,4805572.74
100256,4805572.74
100257,4805572.74
100258,4805572.74
100259,4805572.74
100260,4805572.74
100261,4805572.74
100262,4805572.74
100263,4805572.74
100264,4805572.74
100265,4805572.74
100266,4805572.74
100267,4805572.74
100268,4805572.74
100269,4805572.74
100270,4805572.74
100271,4805572.74
100272,4805572.74
100273,4805572.74
100274,4805572.74
100275,4805572.74
100276,4805572.74
100277,4805572.74
100278,4805572.74
100279,4805572.74
100280,4805572.74
100281,4805572.74
100282,4805572.74
100283,4805572.74
100284,4805572.74
100285,4805572.74
100286,4805572.74
100287,4805572.74
100288,4805572.74
100289,4805572.74
100290,4805572.74
100291,4805572.74
100292,4805572.74
100293,4805572.74
100294,4805572.74
100295,4805572.74
100296,4805572.74
100297,4805572.74
100298,4805572.74
100299,4805572.74
100300,4805572.74
100301,4805572.74
100302,4805572.74
100303,4805572.74
100304,4805572.74
100305,4805572.74
100306,4805572.74
100307,4805572.74
100308,4805572.74
100309,4805572.74
100310,4805572.74
100311,4805572.74
100312,4805572.74
100313,4805572.74
100314,4805572.74
100315,4805572.74
100316,4805572.74
100317,4805572.74
100318,4805572.74
100319,4805572.74
100320,4805572.74
100321,4805572.74
100322,4805572.74
100323,4805572.74
100324,4805572.74
100325,4805572.74
100326,4805572.74
100327,4805572.74
100328,4805572.74
100329,4805572.74
100330,4805572.74
100331,4805572.74
100332,4805572.74
100333,4805572.74
100334,4805572.74
100335,4805572.74
100336,4805572.74
100337,4805572.74
100338,4805572.74
100339,4805572.74
100340,4805572.74
100341,4805572.74
100342,4805572.74
100343,4805572.74
100344,4805572.74
100345,4805572.74
100346,4805572.74
100347,4805572.74
100348,4805572.74
100349,4805572.74
100350,4805572.74
100351,4805572.74
100352,4805572.74
100353,4805572.74
100354,4805572.74
100355,4805572.74
100356,4805572.74
100357,4805572.74
100358,4805572.74
100359,4805572.74
100360,4805572.74
100361,4805572.74
100362,4805572.74
100363,4805572.74
100364,4805572.74
100365,4805572.74
100366,4805572.74
100367,4805572.74
100368,4805572.74
100369,4805572.74
100370,4805572.74
100371,4805572.74
100372,4805572.74
100373,4805572.74
100374,4805572.74
100375,4805572.74
100376,4805572.74
100377,4805572.74
100378,4805572.74
100379,4805572.74
100380,4805572.74
100381,4805572.74
100382,4805572.74
100383,4805572.74
100384,4805572.74
100385,4805572.74
100386,4805572.74
100387,4805572.74
100388,4805572.74
100389,4805572.74
100390,4805572.74
100391,4805572.74
100392,4805572.74
100393,4805572.74
100394,4805572.74
100395,4805572.74
100396,4805572.74
100397,4805572.74
100398,4805572.74
100399,4805572.74
100400,4805572.74
100401,4805572.74
100402,4805572.74
100403,4805572.74
100404,4805572.74
100405,4805572.74
100406,4805572.74
100407,4805572.74
100408,4805572.74
100409,4805572.74
100410,4805572.74
100411,4805572.74
100412,4805572.74
100413,4805572.74
100414,4805572.74
100415,4805572.74
100416,4805572.74
100417,4805572.74
100418,4805572.74
100419,4805572.74
100420,4805572.74
100421,4805572.74
100422,4805572.74
100423,4805572.74
100424,4805572.74
100425,4805572.74
100426,4805572.74
100427,4805572.74
100428,4805572.74
100429,4805572.74
100430,4805572.74
100431,4805572.74
100432,4805572.74
100433,4805572.74
100434,4805572.74
100435,4805572.74
100436,4805572.74
100437,4805572.74
100438,4805572.74
100439,4805572.74
100440,4805572.74
100441,4805572.74
100442,4805572.74
100443,4805572.74
100444,4805572.74
100445,4805572.74
100446,4805572.74
100447,4805572.74
100448,4805572.74
100449,4805572.74
100450,4805572.74
100451,4805572.74
100452,4805572.74
100453,4805572.74
100454,4805572.74
100455,4805572.74
100456,4805572.74
100457,4805572.74
100458,4805572.74
100459,4805572.74
100460,4805572.74
100461,4805572.74
100462,4805572.74
100463,4805572.74
100464,4805572.74
100465,4805572.74
100466,4805572.74
100467,4805572.74
100468,4805572.74
100469,4805572.74
100470,4805572.74
100471,4805572.74
100472,4805572.74
100473,4805572.74
100474,4805572.74
100475,4805572.74
100476,4805572.74
100477,4805572.74
100478,4805572.74
100479,4805572.74
100480,4805572.74
100481,4805572.74
100482,4805572.74
100483,4805572.74
100484,4805572.74
100485,4805572.74
100486,4805572.74
100487,4805572.74
100488,4805572.74
100489,4805572.74
100490,4805572.74
100491,4805572.74
100492,4805572.74
100493,4805572.74
100494,4805572.74
100495,4805572.74
100496,4805572.74
100497,4805572.74
100498,4805572.74
100499,4805572.74
100500,4805572.74
100501,4805572.74
100502,4805572.74
100503,4805572.74
100504,4805572.74
100505,4805572.74
100506,4805572.74
100507,4805572.74
100508,4805572.74
100509,4805572.74
100510,4805572.74
100511,4805572.74
100512,4805572.74
100513,4805572.74
100514,4805572.74
100515,4805572.74
100516,4805572.74
100517,4805572.74
100518,4805572.74
100519,4805572.74
100520,4805572.74
100521,4805572.74
100522,4805572.74
100523,4805572.74
100524,4805572.74
100525,4805572.74
100526,4805572.74
100527,4805572.74
100528,4805572.74
100529,4805572.74
100530,4805572.74
100531,4805572.74
100532,4805572.74
100533,4805572.74
100534,4805572.74
100535,4805572.74
100536,4805572.74
100537,4805572.74
100538,4805572.74
100539,4805572.74
100540,4805572.74
100541,4805572.74
100542,4805572.74
100543,4805572.74
100544,4805572.74
100545,4805572.74
100546,4805572.74
100547,4805572.74
100548,4805572.74
100549,4805572.74
100550,4805572.74
100551,4805572.74
100552,4805572.74
100553,4805572.74
100554,4805572.74
100555,4805572.74
100556,4805572.74
100557,4805572.74
100558,4805572.74
100559,4805572.74
100560,4805572.74
100561,4805572.74
100562,4805572.74
100563,4805572.74
100564,4805572.74
100565,4805572.74
100566,4805572.74
100567,4805572.74
100568,4805572.74
100569,4805572.74
100570,4805572.74
100571,4805572.74
100572,4805572.74
100573,4805572.74
100574,4805572.74
100575,4805572.74
100576,4805572.74
100577,4805572.74
100578,4805572.74
100579,4805572.74
100580,4805572.74
100581,4805572.74
100582,4805572.74
100583,4805572.74
100584,4805572.74
100585,4805572.74
100586,4805572.74
100587,4805572.74
100588,4805572.74
100589,4805572.74
100590,4805572.74
100591,4805572.74
100592,4805572.74
100593,4805572.74
100594,4805572.74
100595,4805572.74
100596,4805572.74
100597,4805572.74
100598,4805572.74
100599,4805572.74
100600,4805572.74
100601,4805572.74
100602,4805572.74
100603,4805572.74
100604,4805572.74
100605,4805572.74
100606,4805572.74
100607,4805572.74
100608,4805572.74
100609,4805572.74
100610,4805572.74
100611,4805572.74
100612,4805572.74
100613,4805572.74
100614,4805572.74
100615,4805572.74
100616,4805572.74
100617,4805572.74
100618,4805572.74
100619,4805572.74
100620,4805572.74
100621,4805572.74
100622,4805572.74
100623,4805572.74
100624,4805572.74
100625,4805572.74
100626,4805572.74
100627,4805572.74
100628,4805572.74
100629,4805572.74
100630,4805572.74
100631,4805572.74
100632,4805572.74
100633,4805572.74
100634,4805572.74
100635,4805572.74
100636,4805572.74
100637,4805572.74
100638,4805572.74
100639,4805572.74
100640,4805572.74
100641,4805572.74
100642,4805572.74
100643,4805572.74
100644,4805572.74
100645,4805572.74
100646,4805572.74
100647,4805572.74
100648,4805572.74
100649,4805572.74
100650,4805572.74
100651,4805572.74
100652,4805572.74
100653,4805572.74
100654,4805572.74
100655,4805572.74
100656,4805572.74
100657,4805572.74
100658,4805572.74
100659,4805572.74
100660,4805572.74
100661,4805572.74
100662,4805572.74
100663,4805572.74
100664,4805572.74
100665,4805572.74
100666,4805572.74
100667,4805572.74
100668,4805572.74
100669,4805572.74
100670,4805572.74
100671,4805572.74
100672,4805572.74
100673,4805572.74
100674,4805572.74
100675,4805572.74
100676,4805572.74
100677,4805572.74
100678,4805572.74
100679,4805572.74
100680,4805572.74
100681,4805572.74
100682,4805572.74
100683,4805572.74
100684,4805572.74
100685,4805572.74
100686,4805572.74
100687,4805572.74
100688,4805572.74
100689,4805572.74
100690,4805572.74
100691,4805572.74
100692,4805572.74
100693,4805572.74
100694,4805572.74
100695,4805572.74
100696,4805572.74
100697,4805572.74
100698,4805572.74
100699,4805572.74
100700,4805572.74
100701,4805572.74
100702,4805572.74
100703,4805572.74
100704,4805572.74
100705,4805572.74
100706,4805572.74
100707,4805572.74
100708,4805572.74
100709,4805572.74
100710,4805572.74
100711,4805572.74
100712,4805572.74
100713,4805572.74
100714,4805572.74
100715,4805572.74
100716,4805572.74
100717,4805572.74
100718,4805572.74
100719,4805572.74
100720,4805572.74
100721,4805572.74
100722,4805572.74
100723,4805572.74
100724,4805572.74
100725,4805572.74
100726,4805572.74
100727,4805572.74
100728,4805572.74
100729,4805572.74
100730,4805572.74
100731,4805572.74
100732,4805572.74
100733,4805572.74
100734,4805572.74
100735,4805572.74
100736,4805572.74
100737,4805572.74
100738,4805572.74
100739,4805572.74
100740,4805572.74
100741,4805572.74
100742,4805572.74
100743,4805572.74
100744,4805572.74
100745,4805572.74
100746,4805572.74
100747,4805572.74
100748,4805572.74
100749,4805572.74
100750,4805572.74
100751,4805572.74
100752,4805572.74
100753,4805572.74
100754,4805572.74
100755,4805572.74
100756,4805572.74
100757,4805572.74
100758,4805572.74
100759,4805572.74
100760,4805572.74
100761,4805572.74
100762,4805572.74
100763,4805572.74
100764,4805572.74
100765,4805572.74
100766,4805572.74
100767,4805572.74
100768,4805572.74
100769,4805572.74
100770,4805572.74
100771,4805572.74
100772,4805572.74
100773,4805572.74
100774,4805572.74
100775,4805572.74
100776,4805572.74
100777,4805572.74
100778,4805572.74
100779,4805572.74
100780,4805572.74
100781,4805572.74
100782,4805572.74
100783,4805572.74
100784,4805572.74
100785,4805572.74
100786,4805572.74
100787,4805572.74
100788,4805572.74
100789,4805572.74
100790,4805572.74
100791,4805572.74
100792,4805572.74
100793,4805572.74
100794,4805572.74
100795,4805572.74
100796,4805572.74
100797,4805572.74
100798,4805572.74
100799,4805572.74
100800,4805572.74
100801,4805572.74
100802,4805572.74
100803,4805572.74
100804,4805572.74
100805,4805572.74
100806,4805572.74
100807,4805572.74
100808,4805572.74
100809,4805572.74
100810,4805572.74
100811,4805572.74
100812,4805572.74
100813,4805572.74
100814,4805572.74
100815,4805572.74
100816,4805572.74
100817,4805572.74
100818,4805572.74
100819,4805572.74
100820,4805572.74
100821,4805572.74
100822,4805572.74
100823,4805572.74
100824,4805572.74
100825,4805572.74
100826,4805572.74
100827,4805572.74
100828,4805572.74
100829,4805572.74
100830,4805572.74
100831,4805572.74
100832,4805572.74
100833,4805572.74
100834,4805572.74
100835,4805572.74
100836,4805572.74
100837,4805572.74
100838,4805572.74
100839,4805572.74
100840,4805572.74
100841,4805572.74
100842,4805572.74
100843,4805572.74
100844,4805572.74
100845,4805572.74
100846,4805572.74
100847,4805572.74
100848,4805572.74
100849,4805572.74
100850,4805572.74
100851,4805572.74
100852,4805572.74
100853,4805572.74
100854,4805572.74
100855,4805572.74
100856,4805572.74
100857,4805572.74
100858,4805572.74
100859,4805572.74
100860,4805572.74
100861,4805572.74
100862,4805572.74
100863,4805572.74
100864,4805572.74
100865,4805572.74
100866,4805572.74
100867,4805572.74
100868,4805572.74
100869,4805572.74
100870,4805572.74
100871,4805572.74
100872,4805572.74
100873,4805572.74
100874,4805572.74
100875,4805572.74
100876,4805572.74
100877,4805572.74
100878,4805572.74
100879,4805572.74
100880,4805572.74
100881,4805572.74
100882,4805572.74
100883,4805572.74
100884,4805572.74
100885,4805572.74
100886,4805572.74
100887,4805572.74
100888,4805572.74
100889,4805572.74
100890,4805572.74
100891,4805572.74
100892,4805572.74
100893,4805572.74
100894,4805572.74
100895,4805572.74
100896,4805572.74
100897,4805572.74
100898,4805572.74
100899,4805572.74
100900,4805572.74
100901,4805572.74
100902,4805572.74
100903,4805572.74
100904,4805572.74
100905,4805572.74
100906,4805572.74
100907,4805572.74
100908,4805572.74
100909,4805572.74
100910,4805572.74
100911,4805572.74
100912,4805572.74
100913,4805572.74
100914,4805572.74
100915,4805572.74
100916,4805572.74
100917,4805572.74
100918,4805572.74
100919,4805572.74
100920,4805572.74
100921,4805572.74
100922,4805572.74
100923,4805572.74
100924,4805572.74
100925,4805572.74
100926,4805572.74
100927,4805572.74
100928,4805572.74
100929,4805572.74
100930,4805572.74
100931,4805572.74
100932,4805572.74
100933,4805572.74
100934,4805572.74
100935,4805572.74
100936,4805572.74
100937,4805572.74
100938,4805572.74
100939,4805572.74
100940,4805572.74
100941,4805572.74
100942,4805572.74
100943,4805572.74
100944,4805572.74
100945,4805572.74
100946,4805572.74
100947,4805572.74
100948,4805572.74
100949,4805572.74
100950,4805572.74
100951,4805572.74
100952,4805572.74
100953,4805572.74
100954,4805572.74
100955,4805572.74
100956,4805572.74
100957,4805572.74
100958,4805572.74
100959,4805572.74
100960,4805572.74
100961,4805572.74
100962,4805572.74
100963,4805572.74
100964,4805572.74
100965,4805572.74
100966,4805572.74
100967,4805572.74
100968,4805572.74
100969,4805572.74
100970,4805572.74
100971,4805572.74
100972,4805572.74
100973,4805572.74
100974,4805572.74
100975,4805572.74
100976,4805572.74
100977,4805572.74
100978,4805572.74
100979,4805572.74
100980,4805572.74
100981,4805572.74
100982,4805572.74
100983,4805572.74
100984,4805572.74
100985,4805572.74
100986,4805572.74
100987,4805572.74
100988,4805572.74
100989,4805572.74
100990,4805572.74
100991,4805572.74
100992,4805572.74
100993,4805572.74
100994,4805572.74
100995,4805572.74
100996,4805572.74
100997,4805572.74
100998,4805572.74
100999,4805572.74
101000,4805572.74
101001,4805572.74
101002,4805572.74
101003,4805572.74
101004,4805572.74
101005,4805572.74
101006,4805572.74
101007,4805572.74
101008,4805572.74
101009,4805572.74
101010,4805572.74
101011,4805572.74
101012,4805572.74
101013,4805572.74
101014,4805572.74
101015,4805572.74
101016,4805572.74
101017,4805572.74
101018,4805572.74
101019,4805572.74
101020,4805572.74
101021,4805572.74
101022,4805572.74
101023,4805572.74
101024,4805572.74
101025,4805572.74
101026,4805572.74
101027,4805572.74
101028,4805572.74
101029,4805572.74
101030,4805572.74
101031,4805572.74
101032,4805572.74
101033,4805572.74
101034,4805572.74
101035,4805572.74
101036,4805572.74
101037,4805572.74
101038,4805572.74
101039,4805572.74
101040,4805572.74
101041,4805572.74
101042,4805572.74
101043,4805572.74
101044,4805572.74
101045,4805572.74
101046,4805572.74
101047,4805572.74
101048,4805572.74
101049,4805572.74
101050,4805572.74
101051,4805572.74
101052,4805572.74
101053,4805572.74
101054,4805572.74
101055,4805572.74
101056,4805572.74
101057,4805572.74
101058,4805572.74
101059,4805572.74
101060,4805572.74
101061,4805572.74
101062,4805572.74
101063,4805572.74
101064,4805572.74
101065,4805572.74
101066,4805572.74
101067,4805572.74
101068,4805572.74
101069,4805572.74
101070,4805572.74
101071,4805572.74
101072,4805572.74
101073,4805572.74
101074,4805572.74
101075,4805572.74
101076,4805572.74
101077,4805572.74
101078,4805572.74
101079,4805572.74
101080,4805572.74
101081,4805572.74
101082,4805572.74
101083,4805572.74
101084,4805572.74
101085,4805572.74
101086,4805572.74
101087,4805572.74
101088,4805572.74
101089,4805572.74
101090,4805572.74
101091,4805572.74
101092,4805572.74
101093,4805572.74
101094,4805572.74
101095,4805572.74
101096,4805572.74
101097,4805572.74
101098,4805572.74
101099,4805572.74
101100,4805572.74
101101,4805572.74
101102,4805572.74
101103,4805572.74
101104,4805572.74
101105,4805572.74
101106,4805572.74
101107,4805572.74
101108,4805572.74
101109,4805572.74
101110,4805572.74
101111,4805572.74
101112,4805572.74
101113,4805572.74
101114,4805572.74
101115,4805572.74
101116,4805572.74
101117,4805572.74
101118,4805572.74
101119,4805572.74
101120,4805572.74
101121,4805572.74
101122,4805572.74
101123,4805572.74
101124,4805572.74
101125,4805572.74
101126,4805572.74
101127,4805572.74
101128,4805572.74
101129,4805572.74
101130,4805572.74
101131,4805572.74
101132,4805572.74
101133,4805572.74
101134,4805572.74
101135,4805572.74
101136,4805572.74
101137,4805572.74
101138,4805572.74
101139,4805572.74
101140,4805572.74
101141,4805572.74
101142,4805572.74
101143,4805572.74
101144,4805572.74
101145,4805572.74
101146,4805572.74
101147,4805572.74
101148,4805572.74
101149,4805572.74
101150,4805572.74
101151,4805572.74
101152,4805572.74
101153,4805572.74
101154,4805572.74
101155,4805572.74
101156,4805572.74
101157,4805572.74
101158,4805572.74
101159,4805572.74
101160,4805572.74
101161,4805572.74
101162,4805572.74
101163,4805572.74
101164,4805572.74
101165,4805572.74
101166,4805572.74
101167,4805572.74
101168,4805572.74
101169,4805572.74
101170,4805572.74
101171,4805572.74
101172,4805572.74
101173,4805572.74
101174,4805572.74
101175,4805572.74
101176,4805572.74
101177,4805572.74
101178,4805572.74
101179,4805572.74
101180,4805572.74
101181,4805572.74
101182,4805572.74
101183,4805572.74
101184,4805572.74
101185,4805572.74
101186,4805572.74
101187,4805572.74
101188,4805572.74
101189,4805572.74
101190,4805572.74
101191,4805572.74
101192,4805572.74
101193,4805572.74
101194,4805572.74
101195,4805572.74
101196,4805572.74
101197,4805572.74
101198,4805572.74
101199,4805572.74
101200,4805572.74
101201,4805572.74
101202,4805572.74
101203,4805572.74
101204,4805572.74
101205,4805572.74
101206,4805572.74
101207,4805572.74
101208,4805572.74
101209,4805572.74
101210,4805572.74
101211,4805572.74
101212,4805572.74
101213,4805572.74
101214,4805572.74
101215,4805572.74
101216,4805572.74
101217,4805572.74
101218,4805572.74
101219,4805572.74
101220,4805572.74
101221,4805572.74
101222,4805572.74
101223,4805572.74
101224,4805572.74
101225,4805572.74
101226,4805572.74
101227,4805572.74
101228,4805572.74
101229,4805572.74
101230,4805572.74
101231,4805572.74
101232,4805572.74
101233,4805572.74
101234,4805572.74
101235,4805572.74
101236,4805572.74
101237,4805572.74
101238,4805572.74
101239,4805572.74
101240,4805572.74
101241,4805572.74
101242,4805572.74
101243,4805572.74
101244,4805572.74
101245,4805572.74
101246,4805572.74
101247,4805572.74
101248,4805572.74
101249,4805572.74
101250,4805572.74
101251,4805572.74
101252,4805572.74
101253,4805572.74
101254,4805572.74
101255,4805572.74
101256,4805572.74
101257,4805572.74
101258,4805572.74
101259,4805572.74
101260,4805572.74
101261,4805572.74
101262,4805572.74
101263,4805572.74
101264,4805572.74
101265,4805572.74
101266,4805572.74
101267,4805572.74
101268,4805572.74
101269,4805572.74
101270,4805572.74
101271,4805572.74
101272,4805572.74
101273,4805572.74
101274,4805572.74
101275,4805572.74
101276,4805572.74
101277,4805572.74
101278,4805572.74
101279,4805572.74
101280,4805572.74
101281,4805572.74
101282,4805572.74
101283,4805572.74
101284,4805572.74
101285,4805572.74
101286,4805572.74
101287,4805572.74
101288,4805572.74
101289,4805572.74
101290,4805572.74
101291,4805572.74
101292,4805572.74
101293,4805572.74
101294,4805572.74
101295,4805572.74
101296,4805572.74
101297,4805572.74
101298,4805572.74
101299,4805572.74
101300,4805572.74
101301,4805572.74
101302,4805572.74
101303,4805572.74
101304,4805572.74
101305,4805572.74
101306,4805572.74
101307,4805572.74
101308,4805572.74
101309,4805572.74
101310,4805572.74
101311,4805572.74
101312,4805572.74
101313,4805572.74
101314,4805572.74
101315,4805572.74
101316,4805572.74
101317,4805572.74
101318,4805572.74
101319,4805572.74
101320,4805572.74
101321,4805572.74
101322,4805572.74
101323,4805572.74
101324,4805572.74
101325,4805572.74
101326,4805572.74
101327,4805572.74
101328,4805572.74
101329,4805572.74
101330,4805572.74
101331,4805572.74
101332,4805572.74
101333,4805572.74
101334,4805572.74
101335,4805572.74
101336,4805572.74
101337,4805572.74
101338,4805572.74
101339,4805572.74
101340,4805572.74
101341,4805572.74
101342,4805572.74
101343,4805572.74
101344,4805572.74
101345,4805572.74
101346,4805572.74
101347,4805572.74
101348,4805572.74
101349,4805572.74
101350,4805572.74
101351,4805572.74
101352,4805572.74
101353,4805572.74
101354,4805572.74
101355,4805572.74
101356,4805572.74
101357,4805572.74
101358,4805572.74
101359,4805572.74
101360,4805572.74
101361,4805572.74
101362,4805572.74
101363,4805572.74
101364,4805572.74
101365,4805572.74
101366,4805572.74
101367,4805572.74
101368,4805572.74
101369,4805572.74
101370,4805572.74
101371,4805572.74
101372,4805572.74
101373,4805572.74
101374,4805572.74
101375,4805572.74
101376,4805572.74
101377,4805572.74
101378,4805572.74
101379,4805572.74
101380,4805572.74
101381,4805572.74
101382,4805572.74
101383,4805572.74
101384,4805572.74
101385,4805572.74
101386,4805572.74
101387,4805572.74
101388,4805572.74
101389,4805572.74
101390,4805572.74
101391,4805572.74
101392,4805572.74
101393,4805572.74
101394,4805572.74
101395,4805572.74
101396,4805572.74
101397,4805572.74
101398,4805572.74
101399,4805572.74
101400,4805572.74
101401,4805572.74
101402,4805572.74
101403,4805572.74
101404,4805572.74
101405,4805572.74
101406,4805572.74
101407,4805572.74
101408,4805572.74
101409,4805572.74
101410,4805572.74
101411,4805572.74
101412,4805572.74
101413,4805572.74
101414,4805572.74
101415,4805572.74
101416,4805572.74
101417,4805572.74
101418,4805572.74
101419,4805572.74
101420,4805572.74
101421,4805572.74
101422,4805572.74
101423,4805572.74
101424,4805572.74
101425,4805572.74
101426,4805572.74
101427,4805572.74
101428,4805572.74
101429,4805572.74
101430,4805572.74
101431,4805572.74
101432,4805572.74
101433,4805572.74
101434,4805572.74
101435,4805572.74
101436,4805572.74
101437,4805572.74
101438,4805572.74
101439,4805572.74
101440,4805572.74
101441,4805572.74
101442,4805572.74
101443,4805572.74
101444,4805572.74
101445,4805572.74
101446,4805572.74
101447,4805572.74
101448,4805572.74
101449,4805572.74
101450,4805572.74
101451,4805572.74
101452,4805572.74
101453,4805572.74
101454,4805572.74
101455,4805572.74
101456,4805572.74
101457,4805572.74
101458,4805572.74
101459,4805572.74
101460,4805572.74
101461,4805572.74
101462,4805572.74
101463,4805572.74
101464,4805572.74
101465,4805572.74
101466,4805572.74
101467,4805572.74
101468,4805572.74
101469,4805572.74
101470,4805572.74
101471,4805572.74
101472,4805572.74
101473,4805572.74
101474,4805572.74
101475,4805572.74
101476,4805572.74
101477,4805572.74
101478,4805572.74
101479,4805572.74
101480,4805572.74
101481,4805572.74
101482,4805572.74
101483,4805572.74
101484,4805572.74
101485,4805572.74
101486,4805572.74
101487,4805572.74
101488,4805572.74
101489,4805572.74
101490,4805572.74
101491,4805572.74
101492,4805572.74
101493,4805572.74
101494,4805572.74
101495,4805572.74
101496,4805572.74
101497,4805572.74
101498,4805572.74
101499,4805572.74
101500,4805572.74
101501,4805572.74
101502,4805572.74
101503,4805572.74
101504,4805572.74
101505,4805572.74
101506,4805572.74
101507,4805572.74
101508,4805572.74
101509,4805572.74
101510,4805572.74
101511,4805572.74
101512,4805572.74
101513,4805572.74
101514,4805572.74
101515,4805572.74
101516,4805572.74
101517,4805572.74
101518,4805572.74
101519,4805572.74
101520,4805572.74
101521,4805572.74
101522,4805572.74
101523,4805572.74
101524,4805572.74
101525,4805572.74
101526,4805572.74
101527,4805572.74
101528,4805572.74
101529,4805572.74
101530,4805572.74
101531,4805572.74
101532,4805572.74
101533,4805572.74
101534,4805572.74
101535,4805572.74
101536,4805572.74
101537,4805572.74
101538,4805572.74
101539,4805572.74
101540,4805572.74
101541,4805572.74
101542,4805572.74
101543,4805572.74
101544,4805572.74
101545,4805572.74
101546,4805572.74
101547,4805572.74
101548,4805572.74
101549,4805572.74
101550,4805572.74
101551,4805572.74
101552,4805572.74
101553,4805572.74
