;химшлак последний Al2O3;химшлак последний CaO;химшлак последний R;химшлак последний SiO2
139;0.009250000000000001;54.20900000000003;2.172500000000008;0.12274999999999998
140;0.01775;54.933750000000025;2.263000000000005;0.0
141;0.0;55.89025000000001;2.342000000000005;0.0
142;0.0;54.68000000000007;2.1482500000000084;0.0
143;0.0;0.0;0.0;0.0
144;0.01175;55.991749999999946;2.1605000000000096;0.0625
145;0.01775;55.49375000000003;2.2707500000000036;0.052750000000000005
146;0.0;54.28500000000002;2.199250000000006;0.11074999999999999
147;0.0;54.070250000000016;2.2045000000000083;0.17275
148;0.01;54.60899999999993;2.1560000000000086;0.11074999999999999
149;0.0;53.50075000000007;2.1700000000000044;0.057999999999999996
150;0.01175;55.081500000000034;2.1622500000000096;0.0
151;0.01175;55.311499999999995;2.1895000000000113;0.0
152;0.0;54.47725000000001;2.165000000000009;0.052750000000000005
153;0.0095;53.96724999999996;2.235000000000009;0.12725
154;0.0;55.12300000000001;2.2765000000000026;0.0545
155;0.0155;55.86125000000001;2.2865000000000033;0.0
156;0.0;53.923;2.1732500000000083;0.0
157;0.0;53.998749999999994;2.1705000000000094;0.0
158;0.01775;55.77875000000003;2.3597500000000036;0.0545
159;0.0155;56.83225000000002;2.4347500000000024;0.0545
160;0.0275;55.90575;2.305750000000005;0.0545
161;0.0;54.17099999999999;2.232250000000007;0.12050000000000001
162;0.02625;53.71299999999994;2.1567500000000104;0.05425
163;0.0;53.4455;2.1645000000000083;0.0
164;0.0;55.23300000000001;2.2407500000000042;0.0545
165;0.0;54.377750000000006;2.270000000000006;0.0545
166;0.0;54.24425000000002;2.175750000000009;0.0545
167;0.0;55.099250000000026;2.1902500000000087;0.0
168;0.00825;54.63425;2.16025000000001;0.0
169;0.0;55.07000000000004;2.2735000000000043;0.0545
170;0.0;55.91525000000006;2.168000000000011;0.0
171;0.0;56.32925000000001;2.328250000000003;0.0
172;0.0;55.44574999999999;2.197750000000007;0.0
173;0.0;56.627250000000004;2.3045000000000027;0.06475
174;0.018500000000000003;54.43125;2.3422500000000044;0.0
175;0.0;55.104250000000036;2.162000000000009;0.12050000000000001
176;0.01775;54.042999999999985;2.1655000000000086;0.11699999999999999
177;0.0;55.12200000000004;2.1260000000000114;0.12050000000000001
178;0.0;55.69350000000002;2.1570000000000094;0.0625
179;0.00825;54.532000000000025;2.3267500000000063;0.0
180;0.0;53.77250000000004;2.1662500000000104;0.0
181;0.0;56.07674999999997;2.306000000000006;0.0
182;0.0;53.93324999999999;2.148000000000009;0.0
183;0.029500000000000002;54.14175000000003;2.1845000000000088;0.0545
184;0.0115;55.237250000000024;2.1557500000000105;0.06775
185;0.0235;56.10900000000006;2.2885000000000084;0.0
186;0.0;55.462749999999986;2.1862500000000087;0.0
187;0.0345;55.51649999999995;2.1757500000000083;0.0
188;0.0;56.21274999999998;2.3360000000000034;0.05575
189;0.0085;56.10599999999999;2.230500000000007;0.0545
190;0.0;55.92049999999998;2.2840000000000034;0.0
191;0.01775;57.6125;2.4002499999999993;0.052750000000000005
192;0.0;55.64499999999999;2.1867500000000097;0.0
193;0.009000000000000001;55.427000000000014;2.199500000000007;0.057999999999999996
194;0.0;0.0;0.0;0.0
195;0.012;54.83750000000005;2.241750000000007;0.11699999999999999
196;0.0;55.00175;2.226250000000008;0.0
197;0.01075;55.833;2.287750000000006;0.0545
198;0.0;55.10724999999995;2.225750000000006;0.057999999999999996
199;0.014499999999999999;55.5445;2.362;0.06125
200;0.0;54.509500000000024;2.1735000000000104;0.12274999999999998
201;0.0;55.26125000000001;2.18700000000001;0.0
202;0.0;55.86450000000006;2.278500000000006;0.0
203;0.04625;54.914000000000016;2.3155000000000006;0.1105
204;0.01775;54.39474999999999;2.3167500000000034;0.114
205;0.0115;55.90199999999996;2.381750000000005;0.0
206;0.0;55.69574999999998;2.1925000000000043;0.0
207;0.0;59.301000000000016;2.5344999999999978;0.0
208;0.0;57.80824999999996;2.4705000000000017;0.06375
209;0.0;55.60525;2.301750000000003;0.10800000000000001
210;0.0;58.51175000000002;2.5032499999999978;0.0
211;0.0;54.79400000000001;2.2312500000000077;0.0
212;0.009250000000000001;54.486500000000085;2.16500000000001;0.11074999999999999
213;0.0;55.415000000000084;2.2495000000000074;0.0
214;0.0;54.936249999999966;2.2342500000000083;0.0545
215;0.0;55.102;2.1832500000000095;0.0
216;0.035;55.72250000000004;2.1927500000000086;0.0
217;0.0;53.62050000000005;2.161750000000009;0.0
218;0.0115;56.57824999999998;2.3820000000000014;0.0
219;0.0;55.47550000000003;2.19150000000001;0.0
220;0.01375;54.189000000000014;2.14875000000001;0.1255
221;0.0;54.31999999999999;2.204750000000008;0.0
222;0.0;52.91225000000005;2.1275000000000093;0.06475
223;0.0;53.47425000000004;2.146250000000011;0.0
224;0.0085;56.25974999999998;2.4415000000000058;0.0
225;0.0115;54.455999999999975;2.2430000000000057;0.057999999999999996
226;0.0;54.24800000000001;2.154500000000011;0.057999999999999996
227;0.01175;54.13650000000003;2.1565000000000096;0.12725
228;0.04125;53.05250000000004;2.133500000000009;0.125
229;0.0;55.02574999999996;2.193000000000006;0.0
230;0.01;53.211500000000086;2.1422500000000104;0.057999999999999996
231;0.009250000000000001;55.26925000000008;2.256250000000005;0.0
232;0.0085;56.95499999999996;2.3655000000000017;0.0
233;0.009250000000000001;55.76300000000002;2.245750000000007;0.0
234;0.0;54.21000000000004;2.192000000000007;0.1045
235;0.024750000000000005;52.96050000000008;2.1250000000000084;0.0
236;0.0;54.17799999999998;2.1757500000000083;0.12274999999999998
237;0.0;56.38975000000001;2.396250000000001;0.052750000000000005
238;0.013999999999999999;56.227500000000006;2.266750000000005;0.05075
239;0.01375;55.421750000000046;2.382750000000005;0.046
240;0.0;54.82525000000003;2.179500000000007;0.057999999999999996
241;0.0;54.281250000000036;2.1695000000000095;0.0625
242;0.0;56.199249999999964;2.2690000000000055;0.0
243;0.023;53.742000000000004;2.16725000000001;0.0625
244;0.049;53.591;2.302000000000005;0.0625
245;0.0;59.85425000000002;2.5500000000000016;0.10525000000000001
246;0.0;60.18400000000001;2.505250000000001;0.0545
247;0.013000000000000001;56.62824999999999;2.3575;0.0
248;0.00975;57.21949999999999;2.414249999999999;0.0545
249;0.0;0.0;0.0;0.0
250;0.01;57.542999999999935;2.357499999999999;0.17925000000000002
251;0.0;56.23075000000003;2.2780000000000045;0.12274999999999998
252;0.013000000000000001;55.433250000000015;2.3297500000000015;0.0
253;0.01;56.009750000000025;2.303250000000004;0.057999999999999996
254;0.02475;59.00550000000001;2.5385000000000026;0.11525
255;0.01;60.39500000000007;2.5882500000000004;0.052750000000000005
256;0.0255;59.332500000000074;2.503500000000003;0.1245
257;0.0375;56.19649999999996;2.4517500000000028;0.0
258;0.01175;58.46699999999996;2.4537500000000003;0.0
259;0.01125;55.52249999999997;2.279250000000005;0.05575
260;0.009499999999999998;58.03024999999999;2.475;0.11474999999999999
261;0.028999999999999998;56.00824999999997;2.291500000000005;0.0625
262;0.009000000000000001;54.98599999999996;2.2517500000000057;0.17725000000000002
263;0.0;54.445249999999994;2.1577500000000045;0.0
264;0.0;57.47475000000002;2.375000000000003;0.0
265;0.0195;58.2755;2.4839999999999964;0.1045
266;0.01975;57.85975000000004;2.53125;0.0
267;0.01775;56.649999999999984;2.330000000000007;0.12050000000000001
268;0.0;60.07475;2.5815000000000032;0.10475
269;0.033;58.769749999999995;2.591249999999997;0.35025000000000006
270;0.03375;57.41975000000006;2.4787500000000025;0.0
271;0.026000000000000002;59.19749999999997;2.5045000000000006;0.0
272;0.0225;59.46624999999999;2.4987500000000002;0.0
273;0.02125;54.963499999999975;2.3010000000000055;0.0
274;0.0;54.95925000000007;2.3150000000000035;0.0
275;0.013000000000000001;55.00499999999999;2.256000000000004;0.0545
276;0.0185;57.74675000000005;2.402;0.057999999999999996
277;0.0;56.15099999999998;2.316000000000001;0.06475
278;0.031;55.76724999999996;2.418250000000004;0.0
279;0.0;56.470499999999966;2.487750000000004;0.0
280;0.03525;57.743999999999936;2.4955000000000043;0.0
281;0.03900000000000001;56.836499999999944;2.399500000000007;0.11225000000000002
282;0.0;56.41175000000004;2.2467500000000094;0.057999999999999996
283;0.0;55.73300000000002;2.310750000000003;0.06475
284;0.0;56.21299999999996;2.416500000000005;0.0
285;0.0;58.28425000000002;2.4802500000000043;0.10800000000000001
286;0.0;57.230999999999995;2.425000000000003;0.0
287;0.0;56.74399999999997;2.327750000000003;0.0
288;0.0215;56.455999999999996;2.405500000000006;0.06525
289;0.0095;55.573499999999996;2.257750000000005;0.25275
290;0.0;56.71849999999992;2.426250000000002;0.057999999999999996
291;0.00975;58.33425000000001;2.4124999999999974;0.0
292;0.0;57.39524999999986;2.492750000000004;0.0
293;0.009250000000000001;57.145749999999964;2.332750000000004;0.37925
294;0.01775;57.345999999999975;2.343000000000008;0.052750000000000005
295;0.0;54.14100000000005;2.1905000000000086;0.0
296;0.0;55.23300000000002;2.3647500000000035;0.0
297;0.032249999999999994;55.11374999999998;2.2032500000000086;0.12225
298;0.029500000000000002;55.21450000000002;2.326500000000001;0.06475
299;0.0;58.846500000000034;2.536250000000001;0.0
300;0.02;55.62100000000001;2.260500000000004;0.0
301;0.00975;59.363250000000015;2.502499999999998;0.0
302;0.0;56.29125000000002;2.273250000000004;0.19225
303;0.0;57.00449999999998;2.4307500000000046;0.0
304;0.01175;56.07199999999993;2.2517500000000075;0.0
305;0.042749999999999996;57.03450000000009;2.37875;0.11850000000000001
306;0.0155;58.49024999999996;2.470499999999997;0.19025000000000003
307;0.01125;56.93574999999999;2.3077500000000053;0.12050000000000001
308;0.01;56.61125000000005;2.33025;0.057999999999999996
309;0.0;59.700250000000025;2.4674999999999985;0.0
310;0.027750000000000004;59.413249999999934;2.48325;0.0
311;0.0;58.59450000000003;2.4167500000000013;0.0
312;0.009000000000000001;56.00149999999998;2.302750000000005;0.057999999999999996
313;0.01075;55.16924999999999;2.266000000000007;0.0
314;0.01325;55.23550000000006;2.3670000000000044;0.12050000000000001
315;0.01075;55.41374999999998;2.4000000000000044;0.0
316;0.01975;54.94475000000004;2.3432500000000025;0.057999999999999996
317;0.0105;55.00674999999999;2.2630000000000057;0.0
318;0.0;54.57674999999999;2.167750000000008;0.0
319;0.02125;53.84524999999998;2.294750000000003;0.0
320;0.01;56.10725000000002;2.3035000000000014;0.05075
321;0.0105;55.27900000000006;2.2802500000000046;0.0
322;0.009499999999999998;55.30750000000008;2.2155000000000076;0.0
323;0.0;55.827750000000016;2.3420000000000027;0.0
324;0.02;53.80025000000004;2.2105000000000072;0.0
325;0.0;53.3895;2.221000000000007;0.0
326;0.01775;59.794000000000004;2.5652500000000025;0.052750000000000005
327;0.0;56.385250000000035;2.3752500000000025;0.057999999999999996
328;0.0;56.68725000000002;2.4027500000000037;0.0
329;0.0;54.96550000000001;2.2615000000000047;0.0625
330;0.010249999999999999;57.321500000000036;2.435500000000002;0.057999999999999996
331;0.01775;56.26600000000001;2.4760000000000053;0.0625
332;0.01775;55.0485;2.315000000000002;0.0645
333;0.0;54.86550000000001;2.2737500000000037;0.0
334;0.0;57.19225000000004;2.3470000000000013;0.0
335;0.009000000000000001;55.69024999999996;2.236000000000007;0.0
336;0.01275;60.665750000000074;2.5867500000000008;0.0
337;0.01775;56.224500000000006;2.273750000000005;0.0
338;0.01;53.90275000000009;2.18975000000001;0.0625
339;0.01;57.76099999999999;2.402499999999998;0.052750000000000005
340;0.03125;54.87775000000002;2.294750000000002;0.0
341;0.0;57.093750000000085;2.4002499999999984;0.0
342;0.009000000000000001;56.25200000000001;2.2880000000000043;0.0
343;0.0;55.80474999999999;2.2852500000000004;0.0
344;0.0;0.0;0.0;0.0
345;0.0;53.67725000000005;2.1995000000000045;0.0
346;0.0;53.668;2.223500000000007;0.065
347;0.0;54.662250000000085;2.186000000000009;0.0
348;0.0;54.452999999999946;2.2480000000000064;0.06475
349;0.02025;54.95800000000004;2.212000000000007;0.0
350;0.0;55.04700000000005;2.218000000000007;0.057999999999999996
351;0.030999999999999996;53.50400000000004;2.1990000000000087;0.06025000000000001
352;0.0;54.82724999999998;2.2370000000000068;0.052750000000000005
353;0.0;54.68075000000011;2.18300000000001;0.0
354;0.01825;54.36950000000001;2.16750000000001;0.0
355;0.029500000000000002;53.68000000000002;2.117250000000007;0.11925
356;0.0;54.14349999999997;2.16150000000001;0.057999999999999996
357;0.0105;53.83849999999996;2.182500000000008;0.0
358;0.01325;54.83850000000004;2.2080000000000086;0.0625
359;0.0;54.828999999999986;2.2032500000000086;0.0
360;0.01;53.759500000000024;2.1772500000000092;0.12050000000000001
361;0.010249999999999999;55.33450000000004;2.284750000000004;0.0
362;0.0;55.18624999999997;2.300500000000004;0.06475
363;0.02125;54.465500000000056;2.198000000000007;0.0625
364;0.009499999999999998;55.38225000000001;2.2440000000000095;0.0625
365;0.010249999999999999;55.62250000000003;2.2530000000000086;0.06525
366;0.0;57.110249999999986;2.348500000000006;0.18825
367;0.0;55.310500000000005;2.2482500000000085;0.0
368;0.0385;60.42275000000001;2.5190000000000006;0.12525
369;0.024249999999999997;58.31350000000001;2.4125000000000028;0.23875
370;0.0;60.12274999999994;2.5625000000000036;0.0545
371;0.0;57.641499999999915;2.379000000000002;0.17600000000000002
372;0.03375;57.43574999999991;2.363750000000002;0.1935
373;0.0;0.0;0.0;0.0
374;0.0085;56.32124999999999;2.2910000000000053;0.0
375;0.00975;57.57974999999994;2.4437500000000028;0.0545
376;0.00975;57.2835;2.3142500000000066;0.0
377;0.0;58.058000000000035;2.45725;0.0535
378;0.0;58.3582499999999;2.3402500000000064;0.0
379;0.0;57.05724999999998;2.3335000000000004;0.12725
380;0.0;0.0;0.0;0.0
381;0.01;54.82025000000005;2.229500000000009;0.0625
382;0.0305;55.288999999999994;2.383250000000004;0.0
383;0.033;53.479500000000016;2.106000000000008;0.12325
384;0.01375;54.409000000000006;2.1577500000000085;0.1155
385;0.02025;54.330499999999944;2.1447500000000086;0.062
386;0.0;55.24200000000005;2.311000000000003;0.057999999999999996
387;0.0;54.0835;2.1550000000000074;0.0
388;0.01375;54.66675000000007;2.186500000000008;0.0655
389;0.0;0.0;0.0;0.0
390;0.0;54.71800000000007;2.161000000000009;0.0
391;0.0;55.61275000000007;2.194250000000009;0.0
392;0.009250000000000001;54.89050000000006;2.200750000000006;0.0
393;0.0;54.15825000000002;2.1437500000000096;0.057999999999999996
394;0.0;53.42500000000005;2.159250000000009;0.057999999999999996
395;0.0;54.31050000000005;2.140000000000009;0.057999999999999996
396;0.0;54.751999999999995;2.174250000000006;0.0
397;0.0;54.342249999999986;2.1690000000000103;0.0
398;0.02825;53.33300000000002;2.1142500000000077;0.18825000000000003
399;0.0;53.75125000000003;2.2100000000000066;0.06475
400;0.0;55.20950000000008;2.1890000000000085;0.0
401;0.0;58.060999999999986;2.4860000000000007;0.0
402;0.0;58.90675000000001;2.523250000000001;0.0
403;0.0;55.032499999999985;2.275000000000005;0.0
404;0.0255;55.39275000000001;2.284750000000006;0.0
405;0.0;57.71750000000001;2.4285;0.0
406;0.0255;56.91725000000001;2.311500000000008;0.13175
407;0.0;57.44225000000005;2.360250000000002;0.064
408;0.0;56.415249999999986;2.222250000000007;0.057999999999999996
409;0.009000000000000001;57.563500000000005;2.4432500000000026;0.057999999999999996
410;0.0305;59.832999999999984;2.497749999999997;0.057999999999999996
411;0.0;58.78949999999999;2.41375;0.057999999999999996
412;0.0;58.563249999999954;2.408250000000006;0.057999999999999996
413;0.0;57.085249999999995;2.4165000000000036;0.057999999999999996
414;0.0;57.712499999999885;2.3742500000000053;0.0545
415;0.0;59.809000000000054;2.58225;0.2285
416;0.0;56.541249999999984;2.269250000000007;0.057999999999999996
417;0.0;0.0;0.0;0.0
418;0.0;59.40400000000008;2.609249999999997;0.052750000000000005
419;0.0;60.17250000000004;2.6507499999999986;0.243
420;0.010249999999999999;56.48324999999997;2.307500000000006;0.302
421;0.043;59.67625000000005;2.4782500000000014;0.23399999999999999
422;0.0;59.84000000000005;2.5450000000000004;0.17775
423;0.009499999999999998;56.27699999999997;2.3122500000000032;0.06525
424;0.009499999999999998;57.606749999999984;2.4124999999999996;0.057999999999999996
425;0.009000000000000001;56.99900000000002;2.3402500000000033;0.057999999999999996
426;0.03625;54.99325000000002;2.313000000000004;0.057999999999999996
427;0.013999999999999999;54.37050000000003;2.167250000000008;0.057999999999999996
428;0.0;54.31525000000005;2.1427500000000093;0.057999999999999996
429;0.0;55.830249999999985;2.2135000000000087;0.06475
430;0.01175;55.169500000000006;2.166500000000009;0.12050000000000001
431;0.0;55.20274999999998;2.229500000000008;0.1185
432;0.0;54.987249999999996;2.218250000000007;0.06475
433;0.0;54.763000000000005;2.197750000000007;0.06475
434;0.009000000000000001;56.27249999999995;2.2257500000000094;0.06475
435;0.0;57.28775000000002;2.3095000000000043;0.0
436;0.02;58.28650000000002;2.441750000000002;0.30075
437;0.0;55.92050000000001;2.339500000000005;0.06525
438;0.0;55.53849999999996;2.242000000000006;0.0
439;0.0;55.11999999999999;2.257750000000005;0.0545
440;0.0;0.0;0.0;0.0
441;0.02;56.61475;2.3385000000000016;0.12325
442;0.0;58.23224999999999;2.4897500000000004;0.0545
443;0.0495;59.177749999999996;2.534749999999999;0.21575
444;0.010249999999999999;55.05349999999995;2.300750000000005;0.11
445;0.023;55.14349999999999;2.269000000000004;0.0
446;0.027000000000000003;57.243249999999904;2.4475000000000025;0.0
447;0.0;54.56675000000003;2.230500000000007;0.06475
448;0.0;56.49350000000001;2.4287499999999995;0.0
449;0.022249999999999995;57.26624999999997;2.3807499999999995;0.0
450;0.017;52.52475000000003;2.2022500000000074;0.06475
451;0.0;55.66074999999997;2.3022500000000026;0.057999999999999996
452;0.0;54.30850000000003;2.212250000000009;0.0
453;0.0;55.50350000000004;2.2065000000000063;0.057999999999999996
454;0.0;55.90999999999995;2.222250000000005;0.057
455;0.0;54.43825000000005;2.179750000000009;0.06475
456;0.0;55.64099999999998;2.18975000000001;0.06475
457;0.0;55.37725000000001;2.2272500000000055;0.057
458;0.013999999999999999;57.18774999999989;2.3720000000000057;0.0
459;0.0195;57.10450000000007;2.3607500000000052;0.0
460;0.0;57.97699999999995;2.398500000000004;0.24674999999999997
461;0.0;56.01125;2.2387500000000067;0.057999999999999996
462;0.0;55.02474999999998;2.2075000000000085;0.0625
463;0.0085;55.54425000000003;2.1997500000000088;0.057999999999999996
464;0.022249999999999995;59.62650000000001;2.54575;0.057999999999999996
465;0.0;59.29275000000007;2.5185000000000004;0.05775
466;0.0;55.878749999999975;2.221750000000006;0.06475
467;0.022249999999999995;56.2605;2.317000000000001;0.0
468;0.023;55.48924999999998;2.334250000000004;0.0
469;0.02725;59.94925;2.5472499999999996;0.05775
470;4.093000000000001;57.750500000000066;2.454249999999999;23.6325
471;0.01075;55.130500000000005;2.279250000000003;0.057999999999999996
472;0.0;56.31274999999993;2.286500000000005;0.12225
473;0.0095;54.84375000000001;2.1930000000000085;0.057999999999999996
474;0.0;58.03599999999997;2.465249999999998;0.12175000000000001
475;0.013000000000000001;57.35174999999998;2.429500000000001;0.0
476;0.023250000000000003;56.318749999999945;2.2042500000000094;0.05075
477;0.024749999999999998;56.10825;2.2607500000000056;0.0
478;0.049249999999999995;58.367249999999956;2.410249999999997;0.23600000000000002
479;0.01375;55.76074999999998;2.287000000000005;0.12325
480;0.01225;55.09999999999997;2.2612500000000053;0.0
481;0.0;54.611500000000014;2.2567500000000043;0.057999999999999996
482;0.0;54.95125;2.251000000000005;0.057999999999999996
483;0.0;54.894000000000034;2.245000000000006;0.057999999999999996
484;0.0;54.935500000000005;2.239750000000008;0.054000000000000006
485;0.0;54.35899999999999;2.19875000000001;0.057999999999999996
486;0.01175;54.725000000000044;2.271500000000006;0.0
487;0.0;54.52275000000005;2.2192500000000073;0.1195
488;0.032;56.20375;2.366250000000002;0.22899999999999998
489;0.0;54.464999999999975;2.191000000000009;0.0
490;0.0;54.56975000000002;2.1982500000000083;0.0
491;0.0;53.53225000000001;2.157000000000008;0.11074999999999999
492;0.0;54.01875;2.1792500000000086;0.057999999999999996
493;0.0;55.38925000000001;2.255000000000006;0.0
494;0.0;55.357000000000035;2.297500000000003;0.06475
495;0.0;54.16475000000007;2.1830000000000087;0.06475
496;0.0;54.25925000000003;2.2082500000000067;0.0
497;0.01175;53.65424999999996;2.1830000000000087;0.0
498;0.0;54.73325000000003;2.2050000000000085;0.0
499;0.014499999999999999;55.99100000000002;2.2442500000000054;0.1235
500;0.0;55.36650000000006;2.2817500000000046;0.052750000000000005
501;0.0;55.10750000000004;2.2102500000000065;0.10725000000000001
502;0.01;55.12050000000005;2.21075000000001;0.18225000000000002
503;0.0;55.57700000000003;2.2017500000000108;0.052750000000000005
504;0.0;56.10499999999999;2.3724999999999987;0.0
505;0.0;54.70625;2.233500000000007;0.18275
506;0.0215;55.35925000000004;2.2297500000000063;0.0
507;0.03525;56.26974999999993;2.2940000000000054;0.0
508;0.0;56.55524999999996;2.353500000000002;0.06475
509;0.0;56.12775000000006;2.2395000000000054;0.057999999999999996
510;0.02575;55.72249999999999;2.198500000000007;0.0
511;0.028249999999999997;56.76349999999999;2.375750000000001;0.0
512;0.03525;56.95649999999997;2.378250000000003;0.0
513;0.035750000000000004;59.318500000000014;2.45675;0.10225000000000001
514;0.0115;59.10825000000003;2.4837500000000023;0.0
